%TITLE%
 OUN   240316/1200
 Saved by user: Sean on 20240316/1647 UTC
   LEVEL       HGHT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------
%RAW%
   21.30,  25775.81,    -59.50,    -90.50,  -9999.00,  -9999.00
   21.00,  25864.60,    -59.23,    -90.23,    280.00,     25.00
   20.00,  26170.00,    -58.30,    -89.30,    300.00,     27.00
   19.00,  26494.48,    -57.10,    -88.65,    305.00,     29.00
   18.20,  26766.62,    -56.10,    -88.10,  -9999.00,  -9999.00
   17.00,  27197.91,    -57.58,    -88.35,    285.00,     37.01
   16.30,  27463.78,    -58.50,    -88.50,  -9999.00,  -9999.00
   15.90,  27620.74,    -56.50,    -88.50,  -9999.00,  -9999.00
   15.00,  27990.04,    -56.91,    -88.23,    265.00,     31.00
   14.60,  28161.34,    -57.10,    -88.10,  -9999.00,  -9999.00
   14.00,  28428.65,    -55.93,    -87.77,    265.00,     41.01
   13.20,  28803.47,    -54.30,    -87.30,  -9999.00,  -9999.00
   13.00,  28901.08,    -54.77,    -87.38,    290.00,     46.00
   12.70,  29050.35,    -55.50,    -87.50,  -9999.00,  -9999.00
   11.10,  29923.51,    -48.10,    -84.10,  -9999.00,  -9999.00
   11.00,  29983.04,    -48.19,    -84.10,    275.00,     60.01
   10.00,  30610.00,    -49.10,    -84.10,    275.00,     60.01
    9.80,  30742.42,    -49.50,    -84.50,  -9999.00,  -9999.00
    9.60,  30878.00,    -47.70,    -84.70,  -9999.00,  -9999.00
    9.00,  31305.00,    -47.04,    -84.04,    280.00,     56.00
    8.70,  31529.30,    -46.70,    -83.70,  -9999.00,  -9999.00
    8.40,  31763.02,    -44.70,    -82.70,  -9999.00,  -9999.00
    8.00,  32088.26,    -46.30,    -83.30,    270.00,     48.00
    7.80,  32257.03,    -44.70,    -83.70,  -9999.00,  -9999.00
    7.40,  32608.26,    -45.90,    -83.90,    270.00,     68.01
    7.00,  32980.00,    -43.50,    -83.50,    260.00,     52.99
    6.80,  33175.29,    -42.50,    -82.50,  -9999.00,  -9999.00
%END%
